what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1526911209682
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1526911209682
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1526911209682
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1526911209682
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1526911209682
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1526911209682
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1526911209682
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1526911209682
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1526911209682
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1526911209682
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1526911209682
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1526911209682
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1526911209682
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1526911209682
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1526911209682
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1526911209682
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1526911209682
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1526911209682
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1526911209682
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1526911209682
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1526911209682
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1526911209682
os,sysinfo,,,"win32",1526911209682
arch,sysinfo,,,"x86",1526911209682
ws,sysinfo,,,"win32",1526911209682
locale,sysinfo,,,"ru_RU",1526911209682
processors,sysinfo,,,"12",1526911209682
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1526911209682
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1526911209682
java.specification.name,sysinfo,,,"Java Platform API Specification",1526911209682
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1526911209682
java.specification.version,sysinfo,,,"1.6",1526911209682
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1526911209682
java.version,sysinfo,,,"1.6.0_23",1526911209682
java.vm.info,sysinfo,,,"mixed mode",1526911209682
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1526911209682
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1526911209682
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1526911209682
java.vm.specification.version,sysinfo,,,"1.0",1526911209682
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1526911209682
java.vm.version,sysinfo,,,"19.0-b09",1526911209682
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1526911210932
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1526911211073
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1526911216663
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1526911216850
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1526911216881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1526911220319
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1526911222867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1526911273959
